Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2015,"Cum 2015, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2014,"Total cases reported  2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",Total cases reported 2011,"Total cases reported 2011, flag",Total cases reported 2010,"Total cases reported 2010, flag",States reporting cases during current week (No.) 
"Botulism, infant",2015,31,,-,65,,2,,128,,136,,123,,97,,80,,
Anthrax,2015,31,,-,,-,,-,,-,,-,,-,1,,,-,
Psittacosis††,2015,31,,-,2,,0,,8,,6,,2,,2,,4,,
"Hantavirus infection (non-HPS)¶,††",2015,31,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Yellow fever,2015,31,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease, invasive†††, serogroup B",2015,31,,-,55,,1,,89,,99,,110,,159,,135,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,31,5,,126,,3,,204,,185,,210,,226,,223,,"OH (1 ), NE (1 ), MD (1 ), NC (1 ), FL (1 )"
"Viral hemorrhagic fever, Lujo virus††,****:",2015,31,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Polio virus Infection, nonparalytic,††",2015,31,,-,,-,,-,,-,,-,,-,,-,,-,
Novel influenza A virus infections§§§,2015,31,,-,3,,10,,3,,21,,313,,14,,4,,
Typhoid fever,2015,31,2,,185,,9,,349,,338,,354,,390,,467,,"NC (1 ), OK (1 )"
Vancomycin-resistant Staphylococcus aureus††,2015,31,,-,1,,0,,,-,,-,2,,,-,2,,
Plague,2015,31,,-,2,,0,,10,,4,,4,,3,,2,,
Toxic-shock syndrome (staphylococcal)††,2015,31,,-,31,,2,,59,,71,,65,,78,,82,,
"Meningococcal disease, invasive†††, other serogroup",2015,31,,-,12,,0,,25,,17,,20,,20,,12,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,31,1,,138,,2,,228,,222,,205,,145,,200,,NY (1 )
"Botulism, other (wound and unspecified)",2015,31,,-,8,,0,,19,,12,,18,,32,,25,,
Measles***,2015,31,1,,183,,2,,667,,187,,55,,220,,63,,OR (1 )
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,31,,-,146,,8,,462,,348,,322,,360,,377,,
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,31,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,31,,-,,-,,-,,-,,-,,-,,-,,-,
Cholera,2015,31,,-,1,,0,,5,,14,,17,,40,,13,,
"Meningococcal disease, invasive†††, unknown serogroup",2015,31,2,,107,,4,,196,,298,,260,,323,,406,,"FL (1 ), TX (1 )"
Hantavirus Pulmonary Syndrome (HPS)††,2015,31,,-,8,,1,,32,,21,,30,,23,,20,,
Hansen disease††,2015,31,,-,31,,2,,88,,81,,82,,82,,98,,
"Botulism, total",2015,31,1,,115,,3,,162,,152,,168,,153,,112,,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,31,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Poliomyelitis, paralytic",2015,31,,-,,-,,-,,-,1,,,-,,-,,-,
"Q fever, acute††",2015,31,,-,65,,2,,132,,137,,113,,110,,106,,
Listeriosis,2015,31,13,,330,,22,,769,,735,,727,,870,,821,,"ME (2 ), NY (1 ), NYC (1 ), PA (1 ), OH (2 ), SC (1 ), FL (1 ), TX (2 ), AZ (2 )"
"Q fever, total††",2015,31,2,,79,,3,,168,,170,,135,,134,,131,,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,31,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Influenza-associated pediatric mortality**,††",2015,31,1,,121,,0,,141,,160,,52,,118,,61,,TX (1 )
Trichinellosis††,2015,31,,-,2,,0,,14,,22,,18,,15,,7,,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,31,,-,1,,0,,8,,8,,15,,4,,10,,
"Q fever, chronic††",2015,31,2,,14,,1,,36,,33,,22,,24,,25,,"TX (1 ), MT (1 )"
"Arboviral diseases, Powassan virus disease**,††",2015,31,,-,2,,0,,8,,12,,7,,16,,8,,
"Rabies, human",2015,31,,-,,-,0,,1,,2,,1,,6,,2,,
Cyclosporiasis††,2015,31,23,,312,,27,,388,,784,,123,,151,,179,,"NY (5 ), NYC (6 ), IA (1 ), DE (1 ), GA (3 ), FL (4 ), TX (3 )"
Typhoid fever,2015,32,4,,195,,10,,349,,338,,354,,390,,467,,"NYC (1 ), KY (2 ), CO (1 )"
"Botulism, total",2015,32,,-,121,,3,,161,,152,,168,,153,,112,,
"Arboviral diseases, Powassan virus disease**,††",2015,32,,-,2,,0,,8,,12,,7,,16,,8,,
"Q fever, acute††",2015,32,1,,68,,3,,132,,137,,113,,110,,106,,MD (1 )
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,32,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,32,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Diphtheria,2015,32,,-,,-,,-,1,,,-,1,,,-,,-,
Psittacosis††,2015,32,,-,2,,0,,8,,6,,2,,2,,4,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,32,,-,14,,0,,40,,31,,30,,14,,23,,
"Rabies, human",2015,32,,-,,-,0,,1,,2,,1,,6,,2,,
Vancomycin-intermediate Staphylococcus aureus††,2015,32,,-,89,,3,,212,,248,,134,,82,,91,,
Listeriosis,2015,32,5,,347,,23,,769,,735,,727,,870,,821,,"OH (1 ), NC (1 ), TX (2 ), OR (1 )"
"Meningococcal disease, invasive†††, serogroup B",2015,32,,-,55,,1,,89,,99,,110,,159,,135,,
Trichinellosis††,2015,32,,-,2,,0,,14,,22,,18,,15,,7,,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,32,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Q fever, total††",2015,32,2,,83,,3,,168,,170,,135,,134,,131,,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,32,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
SARS-CoV††,2015,32,,-,,-,,-,,-,,-,,-,,-,,-,
Anthrax,2015,32,,-,,-,,-,,-,,-,,-,1,,,-,
Leptospirosis††,2015,32,,-,9,,0,,38,,,NN,,NN,,NN,,NN,
Measles***,2015,32,,-,184,,3,,667,,187,,55,,220,,63,,
"Botulism, foodborne",2015,32,,-,41,,1,,15,,4,,27,,24,,7,,
Cyclosporiasis††,2015,32,7,,366,,23,,388,,784,,123,,151,,179,,"NY (1 ), NC (1 ), GA (1 ), FL (1 ), TX (3 )"
Cholera,2015,32,,-,1,,1,,5,,14,,17,,40,,13,,
"Botulism, infant",2015,32,,-,71,,2,,127,,136,,123,,97,,80,,
Brucellosis,2015,32,1,,65,,2,,92,,99,,114,,79,,115,,TX (1 )
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,32,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Streptococcal toxic-shock syndrome††,2015,32,1,,147,,2,,259,,224,,194,,168,,142,,SC (1 )
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,32,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Hepatitis B, virus infection perinatal",2015,32,,-,16,,1,,47,,48,,40,,,NP,,NP,
Yellow fever,2015,32,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Marburg fever††,****:",2015,32,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,32,,-,141,,2,,228,,222,,205,,145,,200,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,32,4,,129,,3,,204,,185,,210,,226,,223,,"NY (1 ), FL (3 )"
Toxic-shock syndrome (staphylococcal)††,2015,32,,-,31,,2,,59,,71,,65,,78,,82,,
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,32,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Poliomyelitis, paralytic",2015,32,,-,,-,,-,,-,1,,,-,,-,,-,
Tularemia,2015,32,3,,108,,6,,180,,203,,149,,166,,124,,"NYC (1 ), OK (1 ), AZ (1 )"
"Hemolytic uremic syndrome, postdiarrheal††",2015,32,3,,111,,10,,250,,329,,274,,290,,266,,"ME (2 ), OR (1 )"
Novel influenza A virus infections§§§,2015,32,,-,3,,11,,3,,21,,313,,14,,4,,
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,32,,-,156,,8,,462,,348,,322,,360,,377,,
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,32,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Q fever, chronic††",2015,32,1,,15,,1,,36,,33,,22,,24,,25,,TX (1 )
"Influenza-associated pediatric mortality**,††",2015,32,,-,121,,0,,141,,160,,52,,118,,61,,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,32,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive†††, A, C, Y, and W-135",2015,32,,-,48,,2,,123,,142,,161,,257,,280,,
Vancomycin-resistant Staphylococcus aureus††,2015,32,,-,1,,0,,,-,,-,2,,,-,2,,
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,32,,-,5,,0,,9,,1,,3,,6,,10,,
"Arboviral diseases, California serogroup virus disease**,††",2015,32,,-,9,,7,,89,,95,,81,,137,,75,,
Chancroid,2015,32,,-,16,,0,,6,,,-,15,,8,,24,,
Hansen disease††,2015,32,,-,31,,2,,88,,81,,82,,82,,98,,
Plague,2015,32,,-,2,,0,,10,,4,,4,,3,,2,,
Smallpox††,2015,32,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, other (wound and unspecified)",2015,32,,-,9,,0,,19,,12,,18,,32,,25,,
"Hantavirus infection (non-HPS)¶,††",2015,32,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,32,,-,1,,1,,8,,8,,15,,4,,10,,
"Polio virus Infection, nonparalytic,††",2015,32,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease, invasive†††, unknown serogroup",2015,32,1,,109,,4,,196,,298,,260,,323,,406,,NYC (1 )
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,32,,-,,-,,-,7,,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive†††, other serogroup",2015,32,1,,13,,0,,25,,17,,20,,20,,12,,TX (1 )
Hantavirus Pulmonary Syndrome (HPS)††,2015,32,,-,8,,1,,32,,21,,30,,23,,20,,
"Influenza-associated pediatric mortality**,††",2015,33,,-,121,,1,,141,,160,,52,,118,,61,,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,33,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,33,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Hansen disease††,2015,33,,-,32,,2,,88,,81,,82,,82,,98,,
Streptococcal toxic-shock syndrome††,2015,33,2,,152,,2,,259,,224,,194,,168,,142,,"MA (1 ), NC (1 )"
"Hepatitis B, virus infection perinatal",2015,33,,-,16,,1,,47,,48,,40,,,NP,,NP,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,33,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Cyclosporiasis††,2015,33,6,,381,,20,,388,,784,,123,,151,,179,,"NY (3 ), GA (1 ), AR (1 ), TX (1 )"
Psittacosis††,2015,33,,-,5,,0,,8,,6,,2,,2,,4,,
Listeriosis,2015,33,5,,366,,23,,769,,735,,727,,870,,821,,"FL (2 ), LA (1 ), TX (2 )"
"Botulism, total",2015,33,2,,124,,3,,161,,152,,168,,153,,112,,
"Q fever, total††",2015,33,,-,87,,3,,168,,170,,135,,134,,131,,
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,33,,-,,-,,-,4,,,NP,,NP,,NP,,NP,
Vancomycin-intermediate Staphylococcus aureus††,2015,33,1,,90,,2,,212,,248,,134,,82,,91,,OH (1 )
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,33,,-,10,,0,,9,,1,,3,,6,,10,,
Brucellosis,2015,33,1,,67,,3,,92,,99,,114,,79,,115,,FL (1 )
Yellow fever,2015,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease, invasive†††, serogroup B",2015,33,,-,54,,1,,89,,99,,110,,159,,135,,
"Botulism, infant",2015,33,1,,73,,2,,127,,136,,123,,97,,80,,NYC (1 )
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,33,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,33,1,,130,,3,,203,,185,,210,,226,,223,,TN (1 )
"Q fever, chronic††",2015,33,,-,15,,1,,36,,33,,22,,24,,25,,
Novel influenza A virus infections§§§,2015,33,,-,3,,12,,3,,21,,313,,14,,4,,
Anthrax,2015,33,,-,,-,,-,,-,,-,,-,1,,,-,
Cholera,2015,33,,-,1,,0,,5,,14,,17,,40,,13,,
Typhoid fever,2015,33,1,,199,,10,,349,,338,,354,,390,,467,,MI (1 )
"Arboviral diseases, Powassan virus disease**,††",2015,33,,-,2,,0,,8,,12,,7,,16,,8,,
"Rabies, human",2015,33,,-,,-,0,,1,,2,,1,,6,,2,,
Measles***,2015,33,,-,185,,3,,667,,187,,55,,220,,63,,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,33,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Q fever, acute††",2015,33,,-,72,,3,,132,,137,,113,,110,,106,,
SARS-CoV††,2015,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease, invasive†††, other serogroup",2015,33,,-,12,,0,,25,,17,,20,,20,,12,,
"Viral hemorrhagic fever, Marburg fever††,****:",2015,33,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Poliomyelitis, paralytic",2015,33,,-,,-,,-,,-,1,,,-,,-,,-,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,33,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Arboviral diseases, California serogroup virus disease**,††",2015,33,,-,9,,7,,89,,95,,81,,137,,75,,
"Meningococcal disease, invasive†††, A, C, Y, and W-135",2015,33,,-,48,,2,,123,,142,,161,,257,,280,,
Toxic-shock syndrome (staphylococcal)††,2015,33,2,,34,,2,,59,,71,,65,,78,,82,,"TN (1 ), AR (1 )"
"Hantavirus infection (non-HPS)¶,††",2015,33,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Hantavirus Pulmonary Syndrome (HPS)††,2015,33,,-,10,,0,,32,,21,,30,,23,,20,,
Smallpox††,2015,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Hemolytic uremic syndrome, postdiarrheal††",2015,33,4,,117,,9,,250,,329,,274,,290,,266,,"OK (2 ), TX (1 ), CO (1 )"
"Botulism, other (wound and unspecified)",2015,33,1,,10,,0,,19,,12,,18,,32,,25,,FL (1 )
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,33,,-,1,,1,,8,,8,,15,,4,,10,,
"Polio virus Infection, nonparalytic,††",2015,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,33,1,,15,,1,,40,,31,,30,,14,,23,,NY (1 )
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,33,1,,145,,2,,229,,222,,205,,145,,200,,AZ (1 )
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,33,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive†††, unknown serogroup",2015,33,2,,112,,4,,196,,298,,260,,323,,406,,"NY (1 ), VA (1 )"
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,33,,-,156,,8,,462,,348,,322,,360,,377,,
Vancomycin-resistant Staphylococcus aureus††,2015,33,,-,1,,0,,,-,,-,2,,,-,2,,
Trichinellosis††,2015,33,,-,2,,0,,14,,22,,18,,15,,7,,
"Botulism, foodborne",2015,33,,-,41,,1,,15,,4,,27,,24,,7,,
Chancroid,2015,33,,-,15,,0,,6,,,-,15,,8,,24,,
Diphtheria,2015,33,,-,,-,,-,1,,,-,1,,,-,,-,
Plague,2015,33,,-,4,,0,,10,,4,,4,,3,,2,,
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,33,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Tularemia,2015,33,3,,121,,5,,181,,203,,149,,166,,124,,"OH (1 ), NE (1 ), AZ (1 )"
Leptospirosis††,2015,33,,-,12,,0,,38,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,34,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,34,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Smallpox††,2015,34,,-,,-,,-,,-,,-,,-,,-,,-,
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,34,,-,173,,8,,458,,348,,322,,360,,377,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,34,,-,15,,1,,40,,31,,30,,14,,23,,
"Botulism, total",2015,34,,-,129,,3,,161,,152,,168,,153,,112,,
Plague,2015,34,,-,4,,0,,10,,4,,4,,3,,2,,
Yellow fever,2015,34,,-,,-,,-,,-,,-,,-,,-,,-,
"Hepatitis B, virus infection perinatal",2015,34,,-,15,,1,,47,,48,,40,,,NP,,NP,
Anthrax,2015,34,,-,,-,,-,,-,,-,,-,1,,,-,
"Polio virus Infection, nonparalytic,††",2015,34,,-,,-,,-,,-,,-,,-,,-,,-,
Measles***,2015,34,2,,187,,3,,667,,187,,55,,220,,63,,"AL (1 ), CA (1 )"
"Viral hemorrhagic fever, Marburg fever††,****:",2015,34,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Botulism, foodborne",2015,34,,-,41,,1,,15,,4,,27,,24,,7,,
Novel influenza A virus infections§§§,2015,34,1,,4,,11,,3,,21,,313,,14,,4,,IA (1 )
Streptococcal toxic-shock syndrome††,2015,34,1,,157,,2,,259,,224,,194,,168,,142,,NY (1 )
"Q fever, total††",2015,34,,-,88,,3,,168,,170,,135,,134,,131,,
Hantavirus Pulmonary Syndrome (HPS)††,2015,34,,-,11,,0,,32,,21,,30,,23,,20,,
"Meningococcal disease, invasive†††, serogroup B",2015,34,,-,54,,1,,89,,99,,110,,159,,135,,
"Q fever, chronic††",2015,34,,-,15,,1,,36,,33,,22,,24,,25,,
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,34,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive†††, other serogroup",2015,34,,-,14,,0,,25,,17,,20,,20,,12,,
"Botulism, infant",2015,34,,-,76,,2,,127,,136,,123,,97,,80,,
Tularemia,2015,34,2,,126,,5,,180,,203,,149,,166,,124,,"AR (1 ), OK (1 )"
SARS-CoV††,2015,34,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases, Powassan virus disease**,††",2015,34,,-,2,,0,,8,,12,,7,,16,,8,,
Vancomycin-intermediate Staphylococcus aureus††,2015,34,1,,91,,2,,212,,248,,134,,82,,91,,NY (1 )
Toxic-shock syndrome (staphylococcal)††,2015,34,,-,36,,2,,59,,71,,65,,78,,82,,
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,34,,-,,-,,-,4,,,NP,,NP,,NP,,NP,
Trichinellosis††,2015,34,1,,3,,0,,14,,22,,18,,15,,7,,WA (1 )
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,34,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,34,,-,149,,2,,228,,222,,205,,145,,200,,
Typhoid fever,2015,34,1,,210,,10,,349,,338,,354,,390,,467,,NYC (1 )
Listeriosis,2015,34,12,,389,,24,,769,,735,,727,,870,,821,,"ME (1 ), NY (3 ), NYC (2 ), OH (1 ), FL (4 ), TX (1 )"
"Poliomyelitis, paralytic",2015,34,,-,,-,,-,,-,1,,,-,,-,,-,
Psittacosis††,2015,34,,-,5,,0,,8,,6,,2,,2,,4,,
"Rabies, human",2015,34,,-,1,,0,,1,,2,,1,,6,,2,,
"Botulism, other (wound and unspecified)",2015,34,,-,12,,0,,19,,12,,18,,32,,25,,
Cholera,2015,34,,-,1,,0,,5,,14,,17,,40,,13,,
"Meningococcal disease, invasive†††, unknown serogroup",2015,34,2,,113,,4,,196,,298,,260,,323,,406,,"MD (1 ), FL (1 )"
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,34,,-,10,,0,,10,,1,,3,,6,,10,,
Hansen disease††,2015,34,1,,34,,2,,88,,81,,82,,82,,98,,FL (1 )
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,34,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Hantavirus infection (non-HPS)¶,††",2015,34,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Cyclosporiasis††,2015,34,13,,405,,14,,388,,784,,123,,151,,179,,"NY (1 ), NYC (2 ), GA (1 ), FL (3 ), TX (3 ), WA (3 )"
Leptospirosis††,2015,34,,-,12,,0,,38,,,NN,,NN,,NN,,NN,
Chancroid,2015,34,1,,13,,0,,6,,,-,15,,8,,24,,WI (1 )
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,34,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Q fever, acute††",2015,34,,-,73,,3,,132,,137,,113,,110,,106,,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,34,,-,1,,1,,8,,8,,15,,4,,10,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,34,2,,132,,3,,204,,185,,210,,226,,223,,"GA (1 ), AZ (1 )"
Brucellosis,2015,34,2,,70,,3,,92,,99,,114,,79,,115,,"NC (1 ), FL (1 )"
Diphtheria,2015,34,,-,,-,,-,1,,,-,1,,,-,,-,
Vancomycin-resistant Staphylococcus aureus††,2015,34,,-,1,,0,,,-,,-,2,,,-,2,,
"Arboviral diseases, California serogroup virus disease**,††",2015,34,,-,11,,8,,96,,95,,81,,137,,75,,
"Hemolytic uremic syndrome, postdiarrheal††",2015,34,1,,120,,9,,250,,329,,274,,290,,266,,OH (1 )
"Influenza-associated pediatric mortality**,††",2015,34,,-,121,,1,,141,,160,,52,,118,,61,,
"Meningococcal disease, invasive†††, A, C, Y, and W-135",2015,34,,-,49,,2,,123,,142,,161,,257,,280,,
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,34,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,34,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,34,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Hansen disease††,2015,35,2,,37,,2,,88,,81,,82,,82,,98,,FL (2 )
"Meningococcal disease, invasive†††, serogroup B",2015,35,,-,56,,1,,89,,99,,110,,159,,135,,
"Hepatitis B, virus infection perinatal",2015,35,,-,15,,1,,47,,48,,40,,,NP,,NP,
Trichinellosis††,2015,35,,-,3,,0,,14,,22,,18,,15,,7,,
Anthrax,2015,35,,-,,-,0,,,-,,-,,-,1,,,-,
Measles***,2015,35,,-,187,,3,,667,,187,,55,,220,,63,,
Plague,2015,35,,-,6,,0,,10,,4,,4,,3,,2,,
Streptococcal toxic-shock syndrome††,2015,35,,-,158,,2,,259,,224,,194,,168,,142,,
Leptospirosis††,2015,35,2,,13,,0,,38,,,NN,,NN,,NN,,NN,FL (2 )
"Viral hemorrhagic fever, Lassa fever††,****:",2015,35,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Influenza-associated pediatric mortality**,††",2015,35,,-,121,,1,,141,,160,,52,,118,,61,,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,35,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Hemolytic uremic syndrome, postdiarrheal††",2015,35,1,,121,,9,,250,,329,,274,,290,,266,,OR (1 )
Chancroid,2015,35,,-,15,,0,,6,,,-,15,,8,,24,,
"Polio virus Infection, nonparalytic,††",2015,35,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, foodborne",2015,35,,-,41,,1,,15,,4,,27,,24,,7,,
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,35,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,35,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Botulism, total",2015,35,,-,129,,3,,161,,152,,168,,153,,112,,
"Botulism, infant",2015,35,,-,76,,2,,127,,136,,123,,97,,80,,
"Meningococcal disease, invasive†††, unknown serogroup",2015,35,,-,112,,4,,196,,298,,260,,323,,406,,
"Q fever, total††",2015,35,,-,89,,3,,168,,170,,135,,134,,131,,
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,35,,-,11,,0,,10,,1,,3,,6,,10,,
Psittacosis††,2015,35,,-,5,,0,,8,,6,,2,,2,,4,,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,35,,-,1,,1,,8,,8,,15,,4,,10,,
Novel influenza A virus infections§§§,2015,35,1,,5,,6,,3,,21,,313,,14,,4,,MI (1 )
Cholera,2015,35,,-,1,,0,,5,,14,,17,,40,,13,,
Diphtheria,2015,35,,-,,-,,-,1,,,-,1,,,-,,-,
Typhoid fever,2015,35,9,,224,,10,,349,,338,,354,,390,,467,,"NYC (1 ), PA (2 ), OH (1 ), VA (1 ), KY (1 ), TN (1 ), LA (2 )"
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,35,,-,16,,1,,40,,31,,30,,14,,23,,
"Arboviral diseases, Powassan virus disease**,††",2015,35,,-,2,,0,,8,,12,,7,,16,,8,,
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,35,,-,,-,,-,4,,,NP,,NP,,NP,,NP,
Vancomycin-resistant Staphylococcus aureus††,2015,35,,-,1,,0,,,-,,-,2,,,-,2,,
Brucellosis,2015,35,2,,74,,3,,92,,99,,114,,79,,115,,"NY (1 ), TX (1 )"
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,35,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Yellow fever,2015,35,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, acute††",2015,35,,-,74,,3,,132,,137,,113,,110,,106,,
SARS-CoV††,2015,35,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,35,,-,,-,,-,,-,,-,,-,,-,,-,
"Poliomyelitis, paralytic",2015,35,,-,,-,,-,,-,1,,,-,,-,,-,
Toxic-shock syndrome (staphylococcal)††,2015,35,1,,37,,1,,59,,71,,65,,78,,82,,NC (1 )
