Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2016,"Cum 2016, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2015,"Total cases reported  2015, flag",Total cases reported 2014,"Total cases reported 2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",Total cases reported 2011,"Total cases reported 2011, flag",States reporting cases during current week (No.) 
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,32,1,,11,,1,,29,,40,,31,,30,,14,,KY (1 )
"Viral hemorrhagic fever††††, Lassa fever",2016,36,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,31,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,26,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,26,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,33,1,,76,,1,,135,,266,,233,,263,,230,,TX (1 )
"Zika virus††,§§§§, Zika virus congenital infection ",2016,32,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
Streptococcal toxic-shock syndrome**,2016,48,,-,205,,4,,335,,259,,224,,194,,168,,
"Arboviral diseases¶,** Powassan virus ",2016,44,,-,7,,0,,7,,8,,12,,7,,16,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,44,,-,142,,4,,120,,196,,298,,260,,323,,
"Zika virus††,§§§§, Zika virus congenital infection ",2016,40,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Chikungunya virus††",2016,6,,-,,-,1,,,-,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,31,,-,1,,0,,6,,8,,8,,15,,4,,
"Meningococcal disease, invasive§§§, serogroup B",2016,45,,-,58,,2,,111,,89,,99,,110,,159,,
Measles†††,2016,21,9,,26,,15,,187,,667,,187,,55,,220,,AZ (9 )
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,17,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever§§§§, Lujo virus",2016,9,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,45,,-,20,,1,,29,,40,,31,,30,,14,,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,5,,-,,-,,-,7,,11,,22,,2,,3,,
"Viral hemorrhagic fever††††, Lujo virus",2016,43,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,21,,-,7,,0,,29,,40,,31,,30,,14,,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,45,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus††",2016,17,,-,27,,2,,849,,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,21,,-,,-,0,,23,,10,,1,,3,,6,,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,39,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease, invasive§§§, other serogroup",2016,3,,-,,-,0,,19,,25,,17,,20,,20,,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,1,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,32,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,23,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Powassan virus ",2016,48,,-,10,,0,,7,,8,,12,,7,,16,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,25,,-,91,,4,,120,,196,,298,,260,,323,,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,19,,-,36,,4,,106,,123,,142,,161,,257,,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,44,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,25,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,48,,-,4,,,-,6,,8,,8,,15,,4,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,48,2,,124,,4,,175,,128,,141,,115,,93,,"ID (1 ), CO (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,21,1,,72,,3,,150,,128,,141,,115,,93,,TX (1 )
"Zika virus††,§§§§, Zika virus congenital infection ",2016,18,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,39,,-,3,,,-,1,,,NN,,NN,,NN,,NN,
"Botulism, other (wound and unspecified)",2016,48,,-,20,,0,,20,,19,,12,,18,,32,,
"Meningococcal disease, invasive¶¶¶, serogroup ACWY",2016,8,1,,14,,4,,95,,123,,142,,161,,257,,MA (1 )
"Viral hemorrhagic fever††††, Marburg fever",2016,30,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Junin hemorrhagic fever",2016,15,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Ebola hemorrhagic fever",2016,10,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Crimean-Congo hemorrhagic fever",2016,4,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Zika virus¶¶ ",2016,15,1,,346,,0,,42,,,NN,,NN,,NN,,NN,MD (1 )
"Meningococcal disease, invasive§§§, other serogroup",2016,27,1,,9,,0,,21,,25,,17,,20,,20,,OK (1 )
"Arboviral diseases¶,** La Crosse virus§§ ",2016,20,,-,,-,0,,55,,80,,85,,78,,130,,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,19,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,29,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,40,,-,105,,3,,175,,128,,141,,115,,93,,
"Viral hemorrhagic fever††††, Marburg fever",2016,17,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,23,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive§§§, serogroup B",2016,30,,-,43,,1,,111,,89,,99,,110,,159,,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,41,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,28,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,26,,-,1,,1,,55,,80,,85,,78,,130,,
Measles†††,2016,26,2,,46,,9,,188,,667,,187,,55,,220,,AZ (2 )
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,16,,-,,-,,-,6,,8,,8,,15,,4,,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,40,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus††",2016,3,,NN,,NN,,NN,,NN,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Chikungunya virus††",2016,19,,-,33,,2,,895,,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,34,,-,1,,0,,23,,10,,1,,3,,6,,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,39,3,,3746,,,-,,NN,,NN,,NN,,NN,,NN,"OH (1 ), GA (1 ), TX (1 )"
"Arboviral diseases¶,** Powassan virus ",2016,1,,-,,-,,-,6,,8,,12,,7,,16,,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,9,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,41,1,,152,,3,,167,,39,,34,,37,,48,,MD (1 )
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,39,,-,66,,2,,120,,123,,142,,161,,257,,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,32,,-,57,,2,,120,,123,,142,,161,,257,,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,24,,-,,-,0,,23,,10,,1,,3,,6,,
"Meningococcal disease, invasive¶¶¶, serogroup B",2016,7,,-,6,,3,,85,,89,,99,,110,,159,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,41,,-,15,,0,,29,,40,,31,,30,,14,,
"Meningococcal disease, invasive§§§, other serogroup",2016,46,,-,13,,0,,21,,25,,17,,20,,20,,
"Viral hemorrhagic fever§§§§, Junin hemorrhagic fever",2016,6,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,22,,-,1,,,-,1,,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Powassan virus ",2016,24,,-,1,,1,,7,,8,,12,,7,,16,,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,1,,-,,-,,-,7,,11,,22,,2,,3,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,35,,-,11,,1,,29,,40,,31,,30,,14,,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,22,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,39,,-,2,,0,,6,,8,,8,,15,,4,,
"Viral hemorrhagic fever††††, Lassa fever",2016,20,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus",2016,1,,-,,-,0,,5,,8,,8,,15,,4,,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,36,,-,63,,2,,120,,123,,142,,161,,257,,
Measles†††,2016,3,,-,1,,8,,188,,667,,187,,55,,220,,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,32,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,17,1,,42,,1,,125,,266,,233,,263,,230,,MT (1 )
"Arboviral diseases¶,** Chikungunya virus††",2016,27,,-,52,,8,,896,,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,48,,-,32,,,-,55,,80,,85,,78,,130,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,26,3,,95,,4,,120,,196,,298,,260,,323,,"FL (1 ), TN (1 ), CO (1 )"
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,16,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,22,1,,632,,,-,,NN,,NN,,NN,,NN,,NN,CO (1 )
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,34,,-,77,,1,,135,,266,,233,,263,,230,,
Measles†††,2016,31,,-,49,,2,,188,,667,,187,,55,,220,,
"Meningococcal disease, invasive¶¶¶, serogroup ACWY",2016,11,2,,19,,4,,99,,123,,142,,161,,257,,TX (2 )
Measles†††,2016,20,,-,17,,12,,186,,667,,187,,55,,220,,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,13,,-,,-,0,,19,,10,,1,,3,,6,,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,44,,-,26,,0,,55,,80,,85,,78,,130,,
"Arboviral diseases¶,** Powassan virus ",2016,40,,-,6,,0,,7,,8,,12,,7,,16,,
"Viral hemorrhagic fever††††, Lassa fever",2016,30,,-,,-,,-,,-,1,,,NP,,NP,,NP,
Novel influenza A virus infections¶¶¶,2016,20,,-,2,,,-,6,,3,,21,,313,,14,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,1,,-,,-,,-,267,,266,,233,,263,,230,,
"Viral hemorrhagic fever††††, Lassa fever",2016,29,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,31,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Marburg fever",2016,26,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,24,,-,,-,0,,6,,8,,8,,15,,4,,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,22,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,30,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Powassan virus ",2016,41,,-,6,,0,,7,,8,,12,,7,,16,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,36,,-,127,,3,,120,,196,,298,,260,,323,,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,19,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Lassa fever",2016,24,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,29,,-,2,,1,,55,,80,,85,,78,,130,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,33,,-,11,,1,,29,,40,,31,,30,,14,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,41,,-,109,,3,,175,,128,,141,,115,,93,,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,16,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,39,2,,149,,3,,167,,39,,34,,37,,48,,"OH (1 ), OK (1 )"
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,25,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Machupo hemorrhagic fever",2016,5,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,3,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,34,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,28,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,43,,-,2,,0,,11,,11,,22,,2,,3,,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,35,,-,6,,2,,55,,80,,85,,78,,130,,
"Viral hemorrhagic fever§§§§, Junin hemorrhagic fever",2016,14,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive§§§, other serogroup",2016,1,,-,,-,1,,18,,25,,17,,20,,20,,
"Arboviral diseases¶,** Chikungunya virus††",2016,23,,-,42,,3,,897,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever§§§§, Crimean-Congo hemorrhagic fever",2016,11,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus††",2016,44,,-,119,,2,,896,,,NN,,NN,,NN,,NN,
"Syphilis, congenital††††",2016,5,,-,8,,8,,357,,458,,348,,322,,360,,
"Viral hemorrhagic fever§§§§, Lujo virus",2016,10,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Powassan virus ",2016,32,,-,2,,0,,7,,8,,12,,7,,16,,
"Viral hemorrhagic fever††††, Marburg fever",2016,2,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,29,10,,1599,,0,,,NN,,NN,,NN,,NN,,NN,"NYC (1 ), MD (2 ), VA (1 ), SC (2 ), TN (1 ), MS (1 ), TX (2 )"
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,28,,-,,-,0,,6,,8,,8,,15,,4,,
"Arboviral diseases¶,** Chikungunya virus††",2016,2,,NN,,NN,,NN,,NN,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,28,,-,,-,1,,23,,10,,1,,3,,6,,
"Meningococcal disease, invasive§§§, serogroup B",2016,31,,-,44,,1,,111,,89,,99,,110,,159,,
"Viral hemorrhagic fever§§§§, Guanarito hemorrhagic fever",2016,9,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,43,3,,156,,3,,167,,39,,34,,37,,48,,"MA (1 ), AL (1 ), CO (1 )"
Measles§§§,2016,11,,-,3,,4,,186,,667,,187,,55,,220,,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,18,,-,,-,,-,55,,80,,85,,78,,130,,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,20,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Hantavirus infections**, Hantavirus infection disease (non-HPS)††",2016,3,,NN,,NN,,NN,,NN,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,37,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease, invasive§§§, serogroup B",2016,21,,-,32,,2,,104,,89,,99,,110,,159,,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,27,,-,,-,,-,,-,,-,,-,,-,,-,
"Influenza-associated pediatric mortality**,***",2016,48,,-,81,,1,,130,,141,,160,,52,,118,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,25,1,,84,,3,,174,,128,,141,,115,,93,,MD (1 )
Hansen's disease**,2016,48,,-,39,,2,,89,,88,,81,,82,,82,,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,11,,-,,-,0,,6,,8,,8,,15,,4,,
"Viral hemorrhagic fever††††, Lujo virus",2016,30,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,33,,-,131,,3,,167,,39,,34,,37,,48,,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,38,,-,2,,0,,6,,8,,8,,15,,4,,
"Viral hemorrhagic fever§§§§, Machupo hemorrhagic fever",2016,4,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,47,,-,4421,,,-,,NN,,NN,,NN,,NN,,NN,
"Zika virus††,§§§§, Zika virus congenital infection ",2016,43,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,4,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever§§§§, Crimean-Congo hemorrhagic fever",2016,15,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,33,,-,2,,0,,1,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,19,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive§§§, other serogroup",2016,37,1,,13,,0,,21,,25,,17,,20,,20,,TX (1 )
Measles†††,2016,1,,-,,-,5,,189,,667,,187,,55,,220,,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,8,,-,,-,,-,52,,80,,85,,78,,130,,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,25,,-,,-,,-,,-,,-,,-,,-,,-,
"Influenza-associated pediatric mortality**,†††",2016,4,2,,3,,6,,130,,141,,160,,52,,118,,"WA (1 ), CA (1 )"
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,31,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,18,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,48,,-,3,,,-,3,,,NN,,NN,,NN,,NN,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,30,1,,89,,3,,174,,128,,141,,115,,93,,KY (1 )
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,37,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,22,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,18,,-,,-,,-,,-,,-,,-,,-,,-,
"Zika virus††,§§§§, Zika virus congenital infection ",2016,35,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
"Meningococcal disease, invasive¶¶¶, unknown serogroup",2016,8,,-,20,,6,,167,,196,,298,,260,,323,,
"Arboviral diseases¶,** Powassan virus ",2016,9,,-,,-,,-,6,,8,,12,,7,,16,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,24,1,,101,,4,,168,,39,,34,,37,,48,,FL (1 )
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,27,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Lujo virus",2016,26,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,45,3,,144,,4,,120,,196,,298,,260,,323,,"FL (2 ), OR (1 )"
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,31,,-,57,,2,,120,,123,,142,,161,,257,,
"Viral hemorrhagic fever††††, Marburg fever",2016,41,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,30,,-,,-,1,,23,,10,,1,,3,,6,,
"Viral hemorrhagic fever§§§§, Junin hemorrhagic fever",2016,10,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus††",2016,30,,-,57,,9,,896,,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Chikungunya virus††",2016,20,,-,35,,2,,896,,,NN,,NN,,NN,,NN,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,21,,-,1,,,-,1,,,NN,,NN,,NN,,NN,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,40,,-,90,,2,,135,,266,,233,,263,,230,,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,48,,-,9,,,-,23,,10,,1,,3,,6,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,19,4,,80,,4,,177,,39,,34,,37,,48,,"NYC (1 ), NE (1 ), GA (1 ), FL (1 )"
Novel influenza A virus infections¶¶¶,2016,25,,-,2,,1,,6,,3,,21,,313,,14,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,31,,-,74,,1,,135,,266,,233,,263,,230,,
"Arboviral diseases¶,** Chikungunya virus††",2016,40,,-,96,,2,,896,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,26,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,39,,-,11,,1,,55,,80,,85,,78,,130,,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,21,3,,562,,0,,,NN,,NN,,NN,,NN,,NN,"MD (2 ), TN (1 )"
"Viral hemorrhagic fever††††, Lujo virus",2016,29,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Lassa fever",2016,43,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,9,,-,,-,,-,19,,10,,1,,3,,6,,
"Meningococcal disease, invasive§§§, other serogroup",2016,47,,-,13,,0,,21,,25,,17,,20,,20,,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,42,,-,2,,0,,11,,11,,22,,2,,3,,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,17,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive§§§, other serogroup",2016,38,,-,12,,0,,21,,25,,17,,20,,20,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,42,,-,112,,3,,175,,128,,141,,115,,93,,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,47,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive¶¶¶, unknown serogroup",2016,10,1,,28,,5,,163,,196,,298,,260,,323,,FL (1 )
"Zika virus††,§§§§, Zika virus congenital infection ",2016,36,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,39,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Measles§§§,2016,15,,-,5,,5,,185,,667,,187,,55,,220,,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,31,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Influenza-associated pediatric mortality**,†††",2016,11,2,,24,,5,,130,,141,,160,,52,,118,,"MN (1 ), TX (1 )"
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,32,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,40,,-,2,,0,,6,,8,,8,,15,,4,,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,23,,-,48,,3,,105,,123,,142,,161,,257,,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,21,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,3,,-,,-,0,,5,,8,,8,,15,,4,,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,28,,-,2,,,-,1,,,NN,,NN,,NN,,NN,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,44,1,,156,,3,,167,,39,,34,,37,,48,,FL (1 )
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,2,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Zika virus††,§§§§, Zika virus congenital infection ",2016,19,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,20,,-,,-,,-,1,,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,2,,-,,-,,-,7,,11,,22,,2,,3,,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,45,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Novel influenza A virus infections¶¶¶,2016,31,,-,3,,10,,6,,3,,21,,313,,14,,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,17,,-,,-,,-,6,,8,,8,,15,,4,,
Measles†††,2016,35,,-,51,,3,,188,,667,,187,,55,,220,,
Measles†††,2016,18,3,,14,,8,,185,,667,,187,,55,,220,,"MN (2 ), TN (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,3,,-,,-,,-,,-,266,,233,,263,,230,,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,44,,-,3,,0,,6,,8,,8,,15,,4,,
