Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2017,"Cum 2017, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2016,"Total cases reported  2016, flag",Total cases reported 2015,"Total cases reported 2015, flag",Total cases reported 2014,"Total cases reported 2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",States reporting cases during current week (No.) 
"Viral hemorrhagic fever****, Lassa fever",2017,32,,-,,-,,-,,-,1,,1,,,NP,,NP,
Trichinellosis**,2017,32,,-,5,,0,,26,,14,,14,,22,,18,,
"Arboviral diseases¶,** Powassan virus disease",2017,32,,-,17,,0,,22,,7,,8,,12,,7,,
"Viral hemorrhagic fever****, Lujo virus",2017,32,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Influenza-associated pediatric mortality**,¶¶",2017,32,,-,108,,0,,83,,130,,141,,160,,52,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,32,,-,15,,1,,30,,29,,40,,31,,30,,
Measles***,2017,32,1,,119,,2,,85,,188,,667,,187,,55,,OH (1 )
"Hepatitis B, perinatal virus infection§§",2017,32,,-,9,,1,,35,,37,,47,,48,,40,,
Novel influenza A virus infections§§§,2017,32,3,,19,,12,,23,,7,,3,,21,,313,,"ND (1 ), OH (1 ), PA (1 )"
Cyclosporiasis**,2017,32,27,,548,,34,,535,,645,,388,,784,,123,,"RI (1 ), NY (3 ), NYC (5 ), OH (2 ), VA (1 ), TX (14 ), CA (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,33,2,,89,,1,,159,,135,,266,,233,,263,,"TX (1 ), AK (1 )"
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Hantavirus**, Hantavirus infection, non-HPS",2017,33,,-,,-,0,,2,,3,,,NN,,NN,,NN,
Trichinellosis**,2017,33,,-,6,,0,,26,,14,,14,,22,,18,,
Chancroid,2017,33,,-,6,,0,,7,,11,,,-,,-,15,,
Measles***,2017,33,,-,120,,2,,85,,188,,667,,187,,55,,
Cyclosporiasis**,2017,33,24,,624,,28,,535,,645,,388,,784,,123,,"NYC (2 ), OH (8 ), MO (1 ), AR (2 ), TX (3 ), WY (1 ), AZ (1 ), WA (6 )"
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,33,,-,10,,0,,21,,21,,25,,17,,20,,
"Viral hemorrhagic fever****, Lujo virus",2017,33,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Syphilis, congenital¶¶¶",2017,33,,-,288,,9,,628,,493,,458,,348,,322,,
"Arboviral diseases¶,** Chikungunya virus disease",2017,33,,-,29,,8,,246,,896,,,NN,,NN,,NN,
Anthrax,2017,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,33,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Botulism, total",2017,33,,-,88,,3,,201,,195,,161,,152,,168,,
"Botulism, foodborne",2017,33,,-,14,,1,,31,,37,,15,,4,,27,,
"Arboviral diseases¶,** Powassan virus disease",2017,33,,-,18,,0,,22,,7,,8,,12,,7,,
Psittacosis**,2017,33,,-,3,,0,,12,,4,,8,,6,,2,,
Diphtheria,2017,33,,-,,-,,-,,-,,-,1,,,-,1,,
Streptococcal toxic-shock syndrome**,2017,33,,-,215,,3,,283,,335,,259,,224,,194,,
Toxic-shock syndrome (other than staphylococcal)**,2017,33,,-,14,,1,,40,,64,,59,,71,,65,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,33,,-,,-,,-,,-,,-,,NP,,NP,,NP,
SARS-CoV,2017,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,33,,-,1,,0,,8,,23,,10,,1,,3,,
"Arboviral diseases¶,** La Crosse virus disease",2017,33,2,,16,,2,,35,,55,,80,,85,,78,,TN (2 )
"Influenza-associated pediatric mortality**,¶¶",2017,33,,-,108,,1,,83,,130,,141,,160,,52,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,33,,-,21,,0,,15,,11,,11,,22,,2,,
Hansen's disease**,2017,33,,-,41,,2,,78,,89,,88,,81,,82,,
Cholera,2017,33,,-,1,,0,,2,,5,,5,,14,,17,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,33,2,,156,,2,,187,,167,,39,,34,,37,,"FL (1 ), AZ (1 )"
Yellow fever,2017,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, other (wound and unspecified)",2017,33,,-,9,,0,,26,,20,,19,,12,,18,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,33,2,,155,,9,,307,,274,,250,,329,,274,,"NYC (1 ), MO (1 )"
"Viral hemorrhagic fever****, Marburg fever",2017,33,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Novel influenza A virus infections§§§,2017,33,,-,19,,13,,23,,7,,3,,21,,313,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,33,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,33,,-,41,,2,,126,,120,,123,,142,,161,,
Plague,2017,33,,-,1,,0,,,-,16,,10,,4,,4,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,33,,-,86,,2,,196,,175,,128,,141,,115,,
Typhoid fever (caused by Salmonella typhi),2017,33,,-,172,,9,,376,,367,,349,,338,,354,,
"Poliomyelitis, paralytic",2017,33,,-,,-,,-,,-,,-,,-,1,,,-,
"Polio virus Infection, nonparalytic**",2017,33,,-,,-,,-,,-,,-,,-,,-,,-,
Vancomycin-intermediate Staphylococcus aureus**,2017,33,,-,48,,3,,108,,183,,212,,248,,134,,
"Rabies, human",2017,33,,-,,-,,-,,-,2,,1,,2,,1,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,33,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Vancomycin-resistant Staphylococcus aureus**,2017,33,,-,,-,0,,,-,3,,,-,,-,2,,
Listeriosis,2017,33,8,,380,,23,,786,,768,,769,,735,,727,,"NY (5 ), MO (1 ), VA (1 ), FL (1 )"
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,33,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,33,,-,,-,1,,7,,6,,8,,8,,15,,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,33,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,33,,-,42,,1,,86,,111,,89,,99,,110,,
Leptospirosis**,2017,33,1,,33,,1,,78,,40,,38,,,NN,,NN,GA (1 )
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,33,1,,120,,2,,142,,120,,196,,298,,260,,NY (1 )
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,33,,-,15,,1,,30,,29,,40,,31,,30,,
Smallpox,2017,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, infant",2017,33,,-,65,,2,,144,,138,,127,,136,,123,,
"Zika virus disease, non-congenital††††  ",2017,33,,-,262,,79,,5109,,,NN,,NN,,NN,,NN,
Brucellosis,2017,33,,-,70,,3,,127,,126,,92,,99,,114,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,33,,-,5,,0,,14,,21,,32,,21,,30,,
"Q fever, total**",2017,33,2,,97,,4,,164,,156,,168,,170,,135,,
"Q fever, acute**",2017,33,1,,79,,3,,132,,122,,132,,137,,113,,OR (1 )
"Q fever, chronic**",2017,33,1,,18,,1,,32,,34,,36,,33,,22,,TN (1 )
"Viral hemorrhagic fever****, Lassa fever",2017,33,,-,,-,,-,,-,1,,1,,,NP,,NP,
Tularemia,2017,33,1,,108,,7,,230,,314,,180,,203,,149,,OH (1 )
"Hepatitis B, perinatal virus infection§§",2017,33,,-,13,,1,,35,,37,,47,,48,,40,,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,34,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,34,,-,2,,0,,8,,23,,10,,1,,3,,
"Syphilis, congenital¶¶¶",2017,34,,-,298,,8,,628,,493,,458,,348,,322,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,34,,-,10,,0,,21,,21,,25,,17,,20,,
Measles***,2017,34,,-,120,,2,,85,,188,,667,,187,,55,,
Vancomycin-intermediate Staphylococcus aureus**,2017,34,,-,49,,3,,108,,183,,212,,248,,134,,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,34,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,34,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Botulism, total",2017,34,1,,91,,3,,201,,195,,161,,152,,168,,
"Botulism, infant",2017,34,1,,66,,2,,144,,138,,127,,136,,123,,ID (1 )
Smallpox,2017,34,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, chronic**",2017,34,,-,18,,1,,32,,34,,36,,33,,22,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,34,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,34,,-,42,,1,,86,,111,,89,,99,,110,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,34,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Streptococcal toxic-shock syndrome**,2017,34,1,,219,,3,,283,,335,,259,,224,,194,,MO (1 )
"Viral hemorrhagic fever****, Marburg fever",2017,34,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Psittacosis**,2017,34,,-,3,,0,,12,,4,,8,,6,,2,,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,34,1,,124,,2,,142,,120,,196,,298,,260,,MO (1 )
Plague,2017,34,,-,1,,0,,,-,16,,10,,4,,4,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,34,,-,,-,0,,2,,3,,,NN,,NN,,NN,
"Viral hemorrhagic fever****, Lassa fever",2017,34,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Q fever, acute**",2017,34,,-,81,,3,,132,,122,,132,,137,,113,,
Brucellosis,2017,34,,-,72,,3,,127,,126,,92,,99,,114,,
"Botulism, foodborne",2017,34,,-,14,,1,,31,,37,,15,,4,,27,,
Diphtheria,2017,34,,-,,-,,-,,-,,-,1,,,-,1,,
Typhoid fever (caused by Salmonella typhi),2017,34,6,,185,,9,,376,,367,,349,,338,,354,,"NY (2 ), NYC (3 ), MD (1 )"
Listeriosis,2017,34,7,,402,,22,,786,,768,,769,,735,,727,,"NYC (3 ), MD (1 ), TX (1 ), OR (2 )"
"Q fever, total**",2017,34,,-,99,,3,,164,,156,,168,,170,,135,,
"Botulism, other (wound and unspecified)",2017,34,,-,11,,0,,26,,20,,19,,12,,18,,
"Poliomyelitis, paralytic",2017,34,,-,,-,,-,,-,,-,,-,1,,,-,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,34,,-,22,,0,,15,,11,,11,,22,,2,,
"Arboviral diseases¶,** La Crosse virus disease",2017,34,,-,23,,2,,35,,55,,80,,85,,78,,
Tularemia,2017,34,2,,122,,6,,230,,314,,180,,203,,149,,"MO (1 ), NE (1 )"
"Zika virus disease, non-congenital††††  ",2017,34,2,,272,,69,,5111,,,NN,,NN,,NN,,NN,"NY (1 ), TX (1 )"
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,34,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,34,,-,,-,1,,7,,6,,8,,8,,15,,
Trichinellosis**,2017,34,,-,9,,0,,26,,14,,14,,22,,18,,
"Arboviral diseases¶,** Chikungunya virus disease",2017,34,,-,30,,7,,246,,896,,,NN,,NN,,NN,
Anthrax,2017,34,,-,,-,,-,,-,,-,,-,,-,,-,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,34,,-,5,,0,,14,,21,,32,,21,,30,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,34,1,,95,,2,,159,,135,,266,,233,,263,,TX (1 )
Novel influenza A virus infections§§§,2017,34,,-,19,,11,,23,,7,,3,,21,,313,,
"Polio virus Infection, nonparalytic**",2017,34,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,34,4,,162,,2,,187,,167,,39,,34,,37,,"MO (2 ), GA (1 ), FL (1 )"
Chancroid,2017,34,,-,7,,0,,7,,11,,,-,,-,15,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,34,,-,160,,8,,307,,274,,250,,329,,274,,
"Rabies, human",2017,34,,-,,-,,-,,-,2,,1,,2,,1,,
"Hepatitis B, perinatal virus infection§§",2017,34,,-,13,,1,,35,,37,,47,,48,,40,,
"Viral hemorrhagic fever****, Lujo virus",2017,34,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,34,,-,16,,1,,30,,29,,40,,31,,30,,
Cholera,2017,34,,-,1,,0,,2,,5,,5,,14,,17,,
"Influenza-associated pediatric mortality**,¶¶",2017,34,,-,108,,1,,83,,130,,141,,160,,52,,
Cyclosporiasis**,2017,34,14,,719,,21,,535,,645,,388,,784,,123,,"NY (1 ), MO (1 ), MD (4 ), VA (1 ), TX (7 )"
SARS-CoV,2017,34,,-,,-,,-,,-,,-,,-,,-,,-,
Yellow fever,2017,34,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Powassan virus disease",2017,34,,-,18,,0,,22,,7,,8,,12,,7,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,34,,-,42,,2,,126,,120,,123,,142,,161,,
Hansen's disease**,2017,34,1,,42,,2,,78,,89,,88,,81,,82,,NYC (1 )
Leptospirosis**,2017,34,,-,33,,1,,78,,40,,38,,,NN,,NN,
Vancomycin-resistant Staphylococcus aureus**,2017,34,,-,,-,0,,,-,3,,,-,,-,2,,
Toxic-shock syndrome (other than staphylococcal)**,2017,34,,-,14,,1,,40,,64,,59,,71,,65,,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,34,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,34,,-,90,,2,,196,,175,,128,,141,,115,,
"Arboviral diseases¶,** Chikungunya virus disease",2017,35,,-,38,,6,,246,,896,,,NN,,NN,,NN,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,35,,-,,-,,-,,-,,-,4,,,NP,,NP,
Yellow fever,2017,35,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, infant",2017,35,,-,66,,2,,144,,138,,127,,136,,123,,
Chancroid,2017,35,,-,7,,0,,7,,11,,,-,,-,15,,
Typhoid fever (caused by Salmonella typhi),2017,35,3,,192,,9,,376,,367,,349,,338,,354,,"NY (1 ), NYC (1 ), PA (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,35,1,,97,,2,,159,,135,,266,,233,,263,,TX (1 )
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,35,,-,,-,,-,,-,,-,,-,,-,,-,
Hansen's disease**,2017,35,,-,43,,2,,78,,89,,88,,81,,82,,
Streptococcal toxic-shock syndrome**,2017,35,1,,225,,3,,283,,335,,259,,224,,194,,NY (1 )
"Botulism, total",2017,35,,-,93,,3,,201,,195,,161,,152,,168,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,35,2,,168,,8,,307,,274,,250,,329,,274,,"OH (1 ), CA (1 )"
"Influenza-associated pediatric mortality**,¶¶",2017,35,1,,109,,1,,83,,130,,141,,160,,52,,MD (1 )
Plague,2017,35,,-,1,,0,,,-,16,,10,,4,,4,,
"Poliomyelitis, paralytic",2017,35,,-,,-,,-,,-,,-,,-,1,,,-,
"Arboviral diseases¶,** Powassan virus disease",2017,35,,-,20,,0,,22,,7,,8,,12,,7,,
Diphtheria,2017,35,,-,,-,,-,,-,,-,1,,,-,1,,
"Polio virus Infection, nonparalytic**",2017,35,,-,,-,,-,,-,,-,,-,,-,,-,
Toxic-shock syndrome (other than staphylococcal)**,2017,35,,-,14,,1,,40,,64,,59,,71,,65,,
"Viral hemorrhagic fever****, Marburg fever",2017,35,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,35,,-,2,,0,,8,,23,,10,,1,,3,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,35,,-,24,,0,,15,,11,,11,,22,,2,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,35,,-,,-,0,,2,,3,,,NN,,NN,,NN,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,35,,-,,-,1,,7,,6,,8,,8,,15,,
"Q fever, acute**",2017,35,2,,86,,3,,132,,122,,132,,137,,113,,"MO (1 ), AR (1 )"
"Botulism, other (wound and unspecified)",2017,35,,-,11,,0,,26,,20,,19,,12,,18,,
Novel influenza A virus infections§§§,2017,35,1,,20,,6,,23,,7,,3,,21,,313,,OH (1 )
Vancomycin-resistant Staphylococcus aureus**,2017,35,,-,,-,,-,,-,3,,,-,,-,2,,
"Q fever, total**",2017,35,3,,105,,3,,164,,156,,168,,170,,135,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,35,,-,6,,0,,14,,21,,32,,21,,30,,
"Zika virus disease, non-congenital††††  ",2017,35,,-,278,,58,,5111,,,NN,,NN,,NN,,NN,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,35,1,,127,,3,,142,,120,,196,,298,,260,,FL (1 )
Cholera,2017,35,,-,1,,0,,2,,5,,5,,14,,17,,
Brucellosis,2017,35,,-,73,,3,,127,,126,,92,,99,,114,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,35,2,,164,,2,,187,,167,,39,,34,,37,,FL (2 )
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,35,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Anthrax,2017,35,,-,,-,,-,,-,,-,,-,,-,,-,
Cyclosporiasis**,2017,35,8,,761,,15,,535,,645,,388,,784,,123,,"NY (1 ), NYC (2 ), OH (3 ), MD (1 ), CO (1 )"
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,35,1,,43,,1,,86,,111,,89,,99,,110,,NY (1 )
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,35,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Botulism, foodborne",2017,35,,-,16,,0,,31,,37,,15,,4,,27,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,35,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Psittacosis**,2017,35,,-,3,,0,,12,,4,,8,,6,,2,,
"Viral hemorrhagic fever****, Lassa fever",2017,35,,-,,-,,-,,-,1,,1,,,NP,,NP,
Leptospirosis**,2017,35,1,,35,,1,,78,,40,,38,,,NN,,NN,MD (1 )
"Rabies, human",2017,35,,-,,-,,-,,-,2,,1,,2,,1,,
Listeriosis,2017,35,11,,419,,22,,786,,768,,769,,735,,727,,"CT (1 ), NY (1 ), NYC (2 ), OH (2 ), FL (3 ), AR (1 ), OK (1 )"
"Q fever, chronic**",2017,35,1,,19,,1,,32,,34,,36,,33,,22,,PA (1 )
SARS-CoV,2017,35,,-,,-,,-,,-,,-,,-,,-,,-,
"Syphilis, congenital¶¶¶",2017,35,,-,326,,8,,630,,493,,458,,348,,322,,
Vancomycin-intermediate Staphylococcus aureus**,2017,35,,-,51,,3,,108,,183,,212,,248,,134,,
Trichinellosis**,2017,35,,-,9,,0,,26,,14,,14,,22,,18,,
"Hepatitis B, perinatal virus infection§§",2017,35,,-,13,,1,,34,,37,,47,,48,,40,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,35,,-,91,,2,,196,,175,,128,,141,,115,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,35,1,,11,,0,,21,,21,,25,,17,,20,,TX (1 )
"Hantavirus**, Hantavirus infection, non-HPS",2017,36,,-,,-,0,,2,,3,,,NN,,NN,,NN,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,35,,-,16,,1,,30,,29,,40,,31,,30,,
Smallpox,2017,35,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,35,,-,42,,2,,126,,120,,123,,142,,161,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,35,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,35,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** La Crosse virus disease",2017,35,1,,29,,2,,35,,55,,80,,85,,78,,TN (1 )
Tularemia,2017,35,1,,129,,6,,230,,314,,180,,203,,149,,MO (1 )
Measles***,2017,35,,-,120,,2,,85,,188,,667,,187,,55,,
"Viral hemorrhagic fever****, Lujo virus",2017,35,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Syphilis, congenital¶¶¶",2017,36,,-,339,,9,,630,,493,,458,,348,,322,,
"Poliomyelitis, paralytic",2017,36,,-,,-,,-,,-,,-,,-,1,,,-,
Chancroid,2017,36,,-,7,,0,,7,,11,,,-,,-,15,,
"Botulism, other (wound and unspecified)",2017,36,,-,12,,0,,26,,20,,19,,12,,18,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,36,,-,16,,1,,30,,29,,40,,31,,30,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,36,,-,12,,0,,21,,21,,25,,17,,20,,
Psittacosis**,2017,36,,-,3,,0,,12,,4,,8,,6,,2,,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,36,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Q fever, total**",2017,36,1,,111,,3,,164,,156,,168,,170,,135,,
Plague,2017,36,,-,1,,0,,,-,16,,10,,4,,4,,
Cyclosporiasis**,2017,36,6,,848,,11,,535,,645,,388,,784,,123,,"OH (1 ), MD (3 ), VA (1 ), TX (1 )"
Cholera,2017,36,,-,1,,0,,2,,5,,5,,14,,17,,
"Polio virus Infection, nonparalytic**",2017,36,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** La Crosse virus disease",2017,36,,-,27,,2,,35,,55,,80,,85,,78,,
"Q fever, acute**",2017,36,,-,89,,3,,132,,122,,132,,137,,113,,
Leptospirosis**,2017,36,,-,35,,1,,78,,40,,38,,,NN,,NN,
"Viral hemorrhagic fever****, Marburg fever",2017,36,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Listeriosis,2017,36,4,,428,,22,,786,,768,,769,,735,,727,,"CT (1 ), NYC (1 ), FL (1 ), MS (1 )"
Streptococcal toxic-shock syndrome**,2017,36,,-,228,,3,,283,,335,,259,,224,,194,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,36,,-,93,,2,,196,,175,,128,,141,,115,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,36,,-,7,,0,,14,,21,,32,,21,,30,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,36,,-,101,,2,,159,,135,,266,,233,,263,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,36,,-,43,,1,,86,,111,,89,,99,,110,,
Anthrax,2017,36,,-,,-,,-,,-,,-,,-,,-,,-,
Tularemia,2017,36,2,,132,,6,,230,,314,,180,,203,,149,,MO (2 )
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,36,1,,127,,3,,142,,120,,196,,298,,260,,FL (1 )
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,36,,-,,-,1,,7,,6,,8,,8,,15,,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,36,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Influenza-associated pediatric mortality**,¶¶",2017,36,1,,110,,1,,83,,130,,141,,160,,52,,IL (1 )
Trichinellosis**,2017,36,,-,10,,0,,26,,14,,14,,22,,18,,
Hansen's disease**,2017,36,,-,45,,1,,78,,89,,88,,81,,82,,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,36,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Vancomycin-resistant Staphylococcus aureus**,2017,36,,-,,-,,-,,-,3,,,-,,-,2,,
"Viral hemorrhagic fever****, Lassa fever",2017,36,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,36,,-,29,,0,,15,,11,,11,,22,,2,,
Smallpox,2017,36,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,36,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Botulism, infant",2017,36,1,,71,,2,,144,,138,,127,,136,,123,,VA (1 )
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,36,2,,170,,3,,187,,167,,39,,34,,37,,"OH (1 ), MD (1 )"
"Arboviral diseases¶,** Chikungunya virus disease",2017,36,1,,46,,6,,246,,896,,,NN,,NN,,NN,TX (1 )
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,36,,-,,-,,-,,-,,-,,-,,-,,-,
"Rabies, human",2017,36,,-,,-,0,,,-,2,,1,,2,,1,,
"Q fever, chronic**",2017,36,1,,22,,1,,32,,34,,36,,33,,22,,ID (1 )
Cholera,2017,43,,-,2,,0,,15,,5,,5,,14,,17,,
"Viral hemorrhagic fever****, Lujo virus",2017,36,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Vancomycin-intermediate Staphylococcus aureus**,2017,36,1,,51,,4,,108,,183,,212,,248,,134,,TN (1 )
SARS-CoV,2017,36,,-,,-,,-,,-,,-,,-,,-,,-,
Yellow fever,2017,36,,-,,-,,-,,-,,-,,-,,-,,-,
Toxic-shock syndrome (other than staphylococcal)**,2017,36,1,,15,,1,,40,,64,,59,,71,,65,,OH (1 )
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,36,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Botulism, foodborne",2017,36,,-,16,,0,,31,,37,,15,,4,,27,,
"Zika virus disease, non-congenital††††  ",2017,36,1,,301,,47,,5111,,,NN,,NN,,NN,,NN,NY (1 )
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,36,,-,42,,2,,126,,120,,123,,142,,161,,
"Botulism, total",2017,36,1,,99,,3,,201,,195,,161,,152,,168,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,36,2,,170,,9,,307,,274,,250,,329,,274,,VA (2 )
"Hepatitis B, perinatal virus infection§§",2017,36,,-,13,,1,,34,,37,,47,,48,,40,,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,36,,-,2,,0,,8,,23,,10,,1,,3,,
Diphtheria,2017,36,,-,,-,,-,,-,,-,1,,,-,1,,
Typhoid fever (caused by Salmonella typhi),2017,36,1,,199,,9,,376,,367,,349,,338,,354,,NY (1 )
Novel influenza A virus infections§§§,2017,36,,-,20,,3,,23,,7,,3,,21,,313,,
Brucellosis,2017,36,,-,74,,2,,127,,126,,92,,99,,114,,
